ID,Title,Genres,Synopsis,Rating,Image
824,Guardian Hearts,"Comedy, Romance, Ecchi","Maya, Kurusu, and Chelsea hit it off really well when trying to get revenge on Guardian Hearts for making them suffer. Maya and company thought that Guardian Hearts usually appears when Kazuya is getting along with a girl. Not knowing that Guardian Hearts is actually Hina, they leave her alone with Kazuya in an attempt to lure Guardian Hearts.  (Source: AniDB)","5,81",https://cdn.myanimelist.net/images/anime/9/20741.jpg
825,King of Fighters: Another Day,"Adventure, Drama","The four episodes are set in Southtown, the imaginary city well known to all fans as the stage of numerous death matches throughout the KOF series. Many past heroes of the saga make their appearance here, and the four plots intertwine to create a large-scale drama, that is also linked to the story of KOF Maximum Impact 2.","6,28",https://cdn.myanimelist.net/images/anime/3/12676.jpg
827,Uba,Hentai,"To relieve herself of the pain of her unsuckled mother's milk, she takes a job as a wet-nurse. But she is abruptly dismissed when she is found to be ""too attached"" to her young charge...  Years Later, Kyoko tells her teenaged daughter Marika that she breast-fed one of her classmates, a boy named Toji, and brings him home for dinner. Kyoko and Toji's passion for each other is reignited, while Marika can't get her new ""big brother"" out of her head.  Discovering the truth about Toji and Kyoko, Marika demands that Toji choose between them. Little does she know that her mother has a way of becoming violently jealous.  (Source: AniDB)","5,79",https://cdn.myanimelist.net/images/anime/1318/119766.jpg
828,Jinshin Yuugi,Hentai,"Anything you want... for a price.   The Trainer will shape any woman into the culmination of your most erotic fantasies. Watch the parade of beautiful females that come to him to be transformed into the ultimate object of desire. Naughty, nice, playful, or passionate, each one is eager to please, and hand-tailored to fit your needs!","5,66",https://cdn.myanimelist.net/images/anime/11/5966.jpg
830,Sexfriend,Hentai,"Tomohiro Takabe is suprised one day when Mina Hayase tells him she wants to be more than a friend. Instead of being her boyfriend, Tomohiro is going to be her ""sexfriend"". With the help of the school nurse, the two spend their days in the nurses office. The two then decide to further their friendship by trying out some new ways.   (Source: ANN)","6,67",https://cdn.myanimelist.net/images/anime/11/41591.jpg
831,Chicchana Yukitsukai Sugar,"Comedy, Fantasy","Season Fairies create and control the weather using special musical instruments. They make the wind blow, the snow fall, the sun shine; if it's something weather related, they are the ones who make it happen.   Sugar, an apprentice Snow Fairy, and her friends Salt and Pepper, all want to become full-fledged Season Fairies, and the only way to achieve this is to search for and find the ""Twinkles"" that will make their magical flowers bloom. The only problem is that none of them have any idea what a Twinkle is.   They enlist the somewhat unwilling help of Saga, a human girl who can see Season Fairies. Much to her annoyance, Saga's perfectly planned and ordered life has just become a little too lively for her taste. Together, they search for the mysterious Twinkles while trying to perfect their magic.  (Source: ANN)","7,07",https://cdn.myanimelist.net/images/anime/11/17101.jpg
832,Ginsoukikou Ordian,Sci-Fi,"Kananase Yu is just an ordinary high-school student. Since he has mysterious inside knowledge about piloting a mecha, he is recruited by the International Military Organization as a potential test pilot for a new mobile armor. However, apparently there are other young recruits around his age, including one of his classmates, were recruited as test pilot as well. Now Kananase Yu must prove that he is the best to be the test pilot.   (Source: ANN)","5,64",https://cdn.myanimelist.net/images/anime/3/15415.jpg
833,Choujuushin Gravion,"Action, Comedy, Sci-Fi","The year is now 2041 AD. A new enemy called Zeravire suddenly appears in the solar system, destroying all military installations it comes across. However, a wealthy man named Klein Sandman is already aware of this planned invasion and had been secretly preparing his army for battle. His trump card is Gravion, a giant robot that utilizes gravity as its source of energy. Meanwhile a young man named Eiji secretly enters Sandman's base in search for his missing sister. It is there that he meets another young man by the name of Toga... These two must now fight together with four other individuals aboard the super robot, Gravion to fend off the Zeravire threat.  (Source: ANN)","6,36",https://cdn.myanimelist.net/images/anime/9/75166.jpg
834,Bleach: The Sealed Sword Frenzy,"Action, Adventure, Fantasy",A Shinigami named Baishin who was sealed by Soul Society long ago is set free on Earth. On a fateful day Ichigo encounters him and has roughly half of his reiatsu drained. Its now up to Ichigo and the Soul Society to finally put a stop to Baishin and his destruction.,"6,97",https://cdn.myanimelist.net/images/anime/1/834.jpg
835,Sister Princess: Re Pure,"Drama, Romance","After a long time, Wataru has decided to leave his family home and live on his own. The girls have also decided to split up and most of them are living separately as well. But none of them have forgotten about their brother and still stick together to meet him.  (Source: AniDB)","6,27",https://cdn.myanimelist.net/images/anime/2/25293.jpg
836,Sister Princess,"Comedy, Drama, Romance","Wataru Minakami is a top student who failed his high school entrance exam because of a computer glitch. He later discovered that he was accepted to Stargazer Hill Academy, which is located at a mysterious place called Promised Island. At the request of his father, Wataru is whisked away to the island, and before he can settle in, a dozen of cute and charming girls start to flock him and claim to be his younger sisters. As Wataru gets closer to his newfound siblings, a deeper mystery as to why they were sent to the island comes to play.   (Source: ANN)","6,38",https://cdn.myanimelist.net/images/anime/5/23692.jpg
837,Kyou no 5 no 2,"Comedy, Ecchi","Kyou no Go no Ni revolves around Sato Ryota, a 5th grader in an elementary school. He is a bright and active boy but always manages to get in to a bit of ecchi trouble with his female classmates.","7,18",https://cdn.myanimelist.net/images/anime/6/42631.jpg
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,"Drama, Horror, Sci-Fi, Suspense","During her summer holiday at her grandparents house Tamai Shiina, a young and cheerful schoolgirl, meets a strange looking creature. They befriend each other and Shiina names it ""Hoshimaru: The Round Star."" When Shiina returns home after the summer to go back to school, she starts meeting other kids that also have befriended a strange creature like Hoshimaru. But she soon finds out that not all these creatures and their masters are as friendly as Hoshimaru.  (Source: ANN)","5,99",https://cdn.myanimelist.net/images/anime/10/12023.jpg
839,Samurai Spirits 2: Asura Zanmaden,"Action, Fantasy","One hundred years after their deaths at the hands of a former colleage, six legendary holy warriors are reborn to seek justice against the teammate who betrayed them into the hands of an evil god. Based upon one of the most popular video games of all time, Samurai Shodown is a sprawling feature-length saga of reincarnation and revenge, featuring some of the most spectacular battle sequences ever animated! Join Charlotte, Wan Fu, Nakoruru, Galford and Tamtam as they search the feudal province of Edo questing for their lost comrade, Haohmaru, and their sworn nemesis Shirou Amakusa. Will the followers of the divine light triumph over the forces of the dark, or is the course of history destined to repeat itself? Before their hundred-year journey has ended, six samurai will prove that the only thing stronger than their holy blades is the steel of their wills!   (Source: AniDB)","6,06",https://cdn.myanimelist.net/images/anime/2/2959.jpg
840,Narue no Sekai,"Comedy, Romance, Sci-Fi","Meet Narue, an adorable schoolgirl with a secret. She's really an alien with powers right out of a sci-fi comic! But growing up is never easy, and sometimes it doesn't help when you're from outer space. Join our spunky heroine as she faces androids, alien invaders, and her first date with the boy next door. It's the sci-fi comedy that's a direct hit to your heart!  (Source: Central Park Media)","6,52",https://cdn.myanimelist.net/images/anime/7/19048.jpg
841,Colorful,"Comedy, Ecchi","Two horny college slackers and a beautiful professor. A frustrated TV reporter. A sexy track star and her tempted coach. And a high school girlzilla that’s the size of the Empire State building. Colorful! contains over 50 vignettes of men, women, and the pursuit of… well, you’ll just have to see.  From hotties on subways and perverted cabbies, to panty-obsessed video geeks, sexy mall babes, and the furry phenomenon, Colorful! is a strange, deranged, racy and hilarious dose of animated Viagra! (And if live action is more your style, check out the behind-the-scenes documentary that shows the twisted, demented cast and crew that bring Colorful! to vivid life!)  (Source: ADV Films)","5,91",https://cdn.myanimelist.net/images/anime/8/19229.jpg
842,Ushio to Tora,"Action, Horror","Ushio thinks his father's tale of an ancient ancestor impaling a demon on a temple altar stone with the legendary Beast Spear is nuts, but when he finds the monster in his own basement, Ushio has to take another look at the family legend! Fortunately, Ushio knows it's best to let sleeping dogs lie and leave captured demons where they are. Unfortunately, the release of the monster's evil energies begins to beckon other demons to Ushio's hometown! To save his friends and family from the invading spirits, Ushio is forced to release Tora from his captivity. But will the cure prove to be worse than the curse? Will Ushio end his life a Tora-snack? Or will the Beast Spear keep Tora in line long enough to save the city?  (Source: AniDB)","7,15",https://cdn.myanimelist.net/images/anime/1582/127097.jpg
844,Konjiki no Gash Bell!!: 101-banme no Mamono,"Adventure, Supernatural","During the Summer holidays, Gash and gang decide to head for Fuji Mountain for a picnic gathering. There, they encounter a girl with a white magical book. Her name is Kotoha and her book has a message saying that Gash's mother is located a cave in the forest. However, when they eventually found the cave, there was already a blond-haired youth by the name of Wiseman. In order to rescue Wiseman, Gash and the others attempt to proceed into the depths of the cave and stumble upon the entrance to another world. Soon later, the strongest warrior, the Black Knight, appeared before them. Thinking that Gash was the one who stole the 101th magical book, the Black Knight started to attack them. Gash and Kiyomaro have to find the real criminal in exactly 24 hours, or else they will be stuck in the alternative world forever.","7,25",https://cdn.myanimelist.net/images/anime/5/15308.jpg
845,Kiba,"Action, Adventure, Fantasy","In a dystopian future, two friends dream of freedom... and gain more than they bargain for! Hothead Zed is on the run from the authorities, while his brainy pal Noah struggles with his own battered body. Both find a magical world that seems to offer escape and power undreamed of. Join Zed and his powerful, rebellious spirit Amir Gaul on their search for the ultimate power. It's a force that can save the world—or destroy life as we know it. This is the world of KIBA! Where you must harness the power within and fight with all you got!  (Source: RightStuf)","7,28",https://cdn.myanimelist.net/images/anime/1522/114250.jpg
846,School Rumble Ni Gakki,"Comedy, Romance","We still have no idea what's really going on with this show, beyond the fact that the weirdness is piling up!  Curry-fiend Karasama remains oblivious to Tenma's crush, and Harima still hasn't confessed his true feelings to Tenma. But hey, the thug's got an excuse since he's caught up with his comic career and knee-deep in a blizzard of deadlines! Meanwhile, the love triangles are ever-shifting thanks to wannabe cupids and runaway brides.  Even when you throw in a bit of cyborg love, a shipwreck, and a fugitive red panda–seriously, that ain't even scratching the surface. You are encouraged to scratch the pig, though. He likes it! And something rumbles in the next to last episode, no matter what I say next.  School Rumble–The absolutely funniest show you’ll ever see that's not about anything that rumbles... Ever!  (Source: Funimation)","7,98",https://cdn.myanimelist.net/images/anime/5/75490.jpg
848,Jinki:Extend - Sorekara,"Action, Sci-Fi","Aoba is a young girl who loves to build models of robots. She lived alone with her grandmother until her grandmother passes away. Shortly after she is kidnapped and brought to a secret base where she discovers a huge robot. The piloted robots fight against Ancient-Jinki in The Grand Savanna, but the true meaning behind the fights is hidden. Aoba works hard at the base so one day she can pilot one of the robots and discover these secrets.","6,09",https://cdn.myanimelist.net/images/anime/9/8506.jpg
849,Suzumiya Haruhi no Yuuutsu,"Award Winning, Comedy, Mystery, Sci-Fi","If a survey were conducted to see if people believed in aliens, time travelers, or maybe espers, most would say they do not; average high school student Kyon considers himself among the non-believers. However, on his first day of school, he meets a girl who soon turns his world upside down.  During class introductions, the beautiful Haruhi Suzumiya boldly announces her boredom with ""normal"" people and her intention of meeting supernatural beings. Dumbfounded, Kyon learns of her frustration with the lack of paranormal-focused clubs at their school and unwittingly inspires her to start her own club. She creates the Spreading Fun all Over the World with Haruhi Suzumiya Brigade, otherwise known as the SOS Brigade.  Following the SOS Brigade's founding, Haruhi manages to recruit Kyon and three other members: quiet bookworm Yuki Nagato, shy upperclassman Mikuru Asahina, and perpetually positive Itsuki Koizumi. Despite their normal appearance, the new members of the SOS Brigade each carry their own secrets related to Haruhi. Caught up in the mystery surrounding the eccentric club leader, Kyon is whisked away on a series of misadventures by Haruhi and the SOS Brigade, each one bringing him closer to the truth about who and what she is.  [Written by MAL Rewrite]","7,82",https://cdn.myanimelist.net/images/anime/1470/137929.jpg
850,Gakuen Heaven,"Boys Love, Comedy, Drama","Itou Keita, an average guy, is shocked when he's invited to attend the elite institution, ""Bell Liberty Academy."" Unnerved by the mystery, he's further distracted by the school's social dynamics. In a sea of amazing young men, Keita struggles to find out what makes him unique, and how he can possibly deserve to be treated as an equal by the boys of BL. Lacking any particular ability, just why has Itou been welcomed into the privileged world of the talented and the beautiful?   Along the way, he develops intense relationships with the almost everyone at school but he is terribly drawn to the friendly, over-caring but very mysterious classmate, Kazuki Endou.","6,45",https://cdn.myanimelist.net/images/anime/12/70143.jpg
851,Kyou kara Ore wa!!,Comedy,"Two transfer students, Mitsuhashi Takashi and Itou Shinji, tired of their boring normal life and unpopularity decide to take their arrival at a new school as an opportunity to reinvent their image, and become delinquents! Itou's justice clashing with Mitsuhashi's mischievous ways, they initially antagonize one another but soon become fast friends. The delinquent duo set out on various misadventures to become the greatest delinquents in all Japan!","8,06",https://cdn.myanimelist.net/images/anime/1042/110294.jpg
852,Gokinjo Monogatari,"Comedy, Drama, Romance","Mikako Kouda is a 16-year-old girl whose sole ambition is to establish her own clothing brand. To this end, she attends the renowned Yazawa Art School alongside her childhood friend Tsutomu Yamaguchi. Although the people around them interpret their closeness and constant bickering as signs of budding love, both Mikako and Tsutomu deny it, as they cannot see each other as anything but friends.  However, everything changes when Tsutomu starts to resemble Ken Nakagawa—the vocalist of the popular group Manbou—and gains popularity among girls. Suddenly, the childhood friends find themselves wondering about the meaning of love, friendship, and the true nature of their relationship.  [Written by MAL Rewrite]","7,64",https://cdn.myanimelist.net/images/anime/11/18195.jpg
853,Ouran Koukou Host Club,"Comedy, Romance","Haruhi Fujioka is a studious girl who has recently enrolled at the prestigious Ouran Academy. One day, while looking for a quiet and peaceful place to study, she stumbles across a seemingly unused music room. Upon entering, Haruhi is welcomed by the members of the well-known Host Club: a club in which attractive boys amuse girls from across the entire school. However, when Tamaki Suou—the founder and president of the club—startles the bright scholarship student, she accidentally breaks an expensive vase.  With repayment looking difficult for Haruhi, the Host Club members come up with the perfect solution to the girl's problem: work for the club and ultimately become a Host herself! Mistaken for a boy by her peers, Haruhi has to entertain various female students while coping with her fellow Hosts' extravagant personalities.  [Written by MAL Rewrite]","8,16",https://cdn.myanimelist.net/images/anime/2/71992.jpg
854,Soul Link,"Action, Adventure, Comedy, Romance, Sci-Fi","Aizawa Ryota was in the 3rd grade of the preparatory course of Central Military Academy. In 2045 AD, he went to a space station, Aries, for the training with his classmates including Nagase Saka and Nittak Kazuhiko. However, the station was attacked by a terrorist group, Hallarax. Now they must find a way back to earth.   (Source: ANN)","6,09",https://cdn.myanimelist.net/images/anime/1730/133955.jpg
855,Strawberry Panic,"Drama, Girls Love","Nagisa Aoi begins her new school life as a transfer student at St. Miator’s Girls Academy, one of three prestigious all-girls institutions atop Astraea Hill. Getting lost on her first day, Nagisa encounters a mysterious student whose elegance and charm is so bewitching, she ends up in the infirmary.  There to greet her when she awakens is Tamao Suzumi, her roommate, who enthusiastically introduces Nagisa to the daily life and social structure on campus. Most notably, Tamao informs her of the existence of an exceptional student representative among all three schools—the Etoile, or ""star."" Eager to meet this person, Nagisa learns that the ethereal beauty she met earlier, Shizuma Hanazono, is the one and only Etoile herself! Not only that, Shizuma seems openly interested in Nagisa! Her interactions with Shizuma naturally make her a hot topic on campus; yet despite being so captivated, Nagisa can’t help but wonder if something is off.  Strawberry Panic! follows the everyday routines of Nagisa, Shizuma, and her friends at St. Miator’s, St. Spica, and St. Lulim as they navigate through the challenge of relationships while confronting hidden feelings, lingering regrets, and new possibilities.  [Written by MAL Rewrite]","7,27",https://cdn.myanimelist.net/images/anime/1699/110686.jpg
856,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi","An injured man is found in the woods by a girl named Eruruu, and everything about him is mysterious. Without knowledge of his past nor even his own name, he is welcomed to Eruruu's home and is given the name Hakuoro by her grandmother, and younger sister, Aruruu. While the inhabitants of the village have large ears and tails, Hakuoro's defining physical trait is quite different as he has neither ears nor tail, but only a mask that he cannot remove.  Soon after he becomes a part of the villagers' lives, a revolution against the tyrannical emperor of the land begins, and the conflict finds its way to his new home. Hakuoro must do whatever he can to save the people and the village that he has come to love, all while uncovering the mysteries that shroud his past.  [Written by MAL Rewrite]","7,61",https://cdn.myanimelist.net/images/anime/1119/118609.jpg
857,Air Gear,"Comedy, Sports, Ecchi","Air Trecks, also known as AT, are motorized and futuristic inline skates that are the new craze taking the nation by storm. Although each AT comes with a speed limiter, a community of daredevils known as the ""Storm Riders"" are brave enough to tamper with the device. Utilizing AT's in underground battles, individual teams wager valuable AT parts or team emblems—their symbol of pride—to dominate the streets.  Living in this era is Itsuki Minami, a middle school student notorious for engaging in street fights. Always wanting to reach heights no one else is able to, the reckless punk will break through any obstacle that stands in his way, alongside his best friends Kazuma Mikura and Onigiri. However, it is when he discovers a pair of Air Trecks in his house that the path to his true desire finally opens: to rule the skies.  [Written by MAL Rewrite]","7,48",https://cdn.myanimelist.net/images/anime/11/18227.jpg
858,Gunparade Orchestra,"Drama, Romance, Sci-Fi","The story focuses and revolves around the 108th Guard Squad, stationed in Aomori. A poorly equipped unit with very little military standing, it is often viewed as a 'reject camp' for pilots not making the grade for the elite units based in Hokkaido. The apparent helpless nature of this force is hardly a deterrent for the encroaching enemy armies, ever closing in on both the 108th and the rest of the empire. The young pilots of the 108th, who had dreamed on returning home, are plunged forcefully and unwillingly into a war.   (Source: ANN)","5,8",https://cdn.myanimelist.net/images/anime/9/9074.jpg
859,Digimon Savers,"Adventure, Comedy, Drama, Fantasy","Upon meeting for the first time, undefeated street fighter Daimon, Masaru and renegade Digimon Agumon become friends in the most natural way possible for the knuckleheaded duo—by fighting their hearts out. The self-proclaimed ""ultimate team"" are recruited by a secret government organization called the Digimon Data Squad, or DATS, who had witnessed an unbelievable human fighting blow for blow with a Digimon. Their primary objective is investigating mysterious problems caused by Digimon entering the real world, and the world is currently in the midst of a crisis with Digimon appearing at an unprecedented rate.   Embarking on various missions with DATS, Daimon and Agumon become colleagues with adolescent genius Touma Norstein and his Digimon partner Gaoman, along with the kind-hearted Yoshino ""Yoshi"" Fujeda and her Digimon partner Lalamon. As the group continues to investigate the rapid increase of Digimon in their world, a darker truth begins to surface, and it is up to Daimon, Agumon, and their friends to get to the bottom of things.  [Written by MAL Rewrite]","6,96",https://cdn.myanimelist.net/images/anime/1415/100541.jpg
860,Makai Senki Disgaea,"Action, Comedy, Fantasy","An angel arrives in Hell! A demon lord is awakened! There are penguins everywhere! What’s going on here?  Angel assassin-in-training Flonne is on a quest to destroy the demon Overlord. Instead of accomplishing her mission, the ditzy Flonne manages to wake Laharl, the demon lord and heir to the throne, from his two year slumber. Now the pair, along with Laharl’s not-so-faithful vassal Etna and her army of explosive souls in penguin costumes, must restore order to the crumbling Netherworld.  Based on the events of the game Disgaea: Hour of Darkness, Makai Senki Disgaea follows Laharl’s journey to squash the demon rebellion, reclaim the throne, and destroy anyone who stands in his path. Or, you know, let them join him on his travels if they really want. Just remember: Laharl is a demon lord. There’s no way he’ll ever show kindness, compassion, or love... right?","6,7",https://cdn.myanimelist.net/images/anime/11/20439.jpg
861,xxxHOLiC,"Comedy, Drama, Mystery, Supernatural","Kimihiro Watanuki can see spirits and other assorted supernatural creatures, which is quite a bothersome ability he strongly dislikes. On the way home one day, while plagued by some spirits, he is inexplicably compelled to enter a strange house. There, he encounters Yuuko, a mysterious woman who claims to be able to rid him of the ability to see and attract the troublesome creatures—for a price. She demands that he work at her ""store"" that grants wishes to people, and thus begins Watanuki's adventures through weird and wonderful events.  [Written by MAL Rewrite]","7,98",https://cdn.myanimelist.net/images/anime/5/21858.jpg
863,Joshikousei: Girl's High,"Comedy, Ecchi","Eriko and her friends Yuma and Ayano are excited about entering high school. Their excitement leads to their breaking of the rules when they toured the school before the opening ceremony. They find out their preconceptions about the all female school may not be as true as they had first thought. Despite that, Eriko and her friends are joined by new friends. They aim to get through high school life together.  (Source: ANN)","6,57",https://cdn.myanimelist.net/images/anime/5/23224.jpg
864,Kidou Senshi Gundam SEED MSV Astray,Sci-Fi,"In the first short, Lowe Gear and the Junk Guild make a stop at an mobile suit parts auction on Earth where Lowe purchases a head taken from a modified BuCUE suit which, when attached to the arm of his Red Frame Astray, acts as a dual beam saber. Lowe tries to decrypt some combat data contained in the head, but is shortly engaged by, and goes into combat with, several ZAFT suits including a CGUE DEEP Arms. In the second short, Blue Frame pilot Gai Murakamo engages and, with the help of his fellow Serpent Tail mercenaries, traps a GINN High Mobility Type. He then faces off with the legendary Edward Harrelson, who pilots a Sword Calamity Gundam and has just finished destroying a fleet of ZAFT ships.  (Source: ANN)","6,32",https://cdn.myanimelist.net/images/anime/1/864.jpg
865,Kikou Senki Dragonar,"Adventure, Sci-Fi","A.D. 2087 - the United Lunar Empire Giganos wages war on the Earth Federation Military to take control of the planet and establish a ""rebirth"" of the human race. During an invasion of a colony by Giganos' forces, three civilian men stumble upon a trio of top-secret Metal Armor units called ""Dragonars"" and pilot them to combat the enemy forces.","6,71",https://cdn.myanimelist.net/images/anime/13/11236.jpg
866,Slayers Premium,"Action, Adventure, Comedy, Fantasy","Lina and Gourry travel to a seaside town named Acassi, where octopus tentacle is a delicacy. However, the octopus meat carries a curse that dooms the eater to only speak Takogo (octopus language). Amelia, Zelgadiss, and Xelloss all show up, and the main four characters (Lina, Gourry, Ameria, Zelgadiss) get cursed. The octopi enlist the power of a mazoku to get rid of the humans once and for all. The white sorceress Ruma must learn the cure to the curse from her long-lost master in order to save the town.   (Source: ANN)","7,15",https://cdn.myanimelist.net/images/anime/2/20969.jpg
867,Slayers Gorgeous,"Adventure, Comedy, Fantasy, Supernatural","Sorceresses Lina Inverse and Naga the Serpent are enjoying a meal in a villiage when the residents suddenly retreat indoors and two armies - one of men and one of a young girl and a tribe of dragons. Although the ruler of the town originally tries to convince Lina that this is because of a dark legacy, in truth the dragon army is led by his daughter and their battles are over her allowance. Lina agrees to help the ruler while Naga joins his daughter, Marlene.   (Source: ANN)","7,29",https://cdn.myanimelist.net/images/anime/5/34991.jpg
868,Slayers Great,"Adventure, Comedy, Fantasy","Laia Einburg wants for her father Galia, who is a talented golom maker, and her equally ambitious brother Huey to end a long running feud. But her luck changes for the worse when Lina Inverse and Naga the Serpent save Laia from a rampaging golem.   (Source: ANN)","7,31",https://cdn.myanimelist.net/images/anime/4/13097.jpg
869,Slayers Return,"Adventure, Comedy, Fantasy","The inhabitants of the village of Biaz, forced to labor in the serivce of the world-domination-happy Zein organization, hires Lina Inverse and Naga The Serpent to drive off the invaders. Lina and Naga agree, lured by stories of Elfin treasure sleeping below Biaz, only to get considerably more trouble -from the Zein and from the treasure - than they ever expected.   (Source: ANN)","7,3",https://cdn.myanimelist.net/images/anime/9/34997.jpg
870,Dragon Half,"Comedy, Fantasy","Mink is no ordinary teenage girl, being half-human and half-dragon. Her father had fallen in love with a red dragon he intended to kill, and instead of slaying the dragon, he married her. Their union gave birth to Mink, who inherited horns, a tail, retractable wings, and incredible strength—characteristics which signify her dragon half nature.   Mink spends her days accompanied by her friend Pia, a dwarf girl with overprotective parents, and her best friend Lufa, an elf with great healing powers but impressively bad magic. The three find themselves mooning over the dreamy and charming dragonslayer, Dick Saucer. But in a sudden, absurd turn of events, Mink gets closer than ever to the object of her fantasies, only to realize that her love may never be reciprocated because of her dragon heritage.  Thus, the trio sets out on a quest to find a potion that will make Mink fully human. They may unwittingly make enemies, but they are sure to have one heck of a good time.  [Written by MAL Rewrite]","6,84",https://cdn.myanimelist.net/images/anime/1558/97694.jpg
872,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy","Arusu believes in magic. With all her heart, she believes that magic is possible and that it can be used for good deeds and fun games. But suddenly, she finds herself transported into another world, ruled by a mysterious elite of witches—and these witches don't seem to be in it for the fun. They're hard at work capturing sprites, the native magical beings of the world, and forcing them into slavery. Once Arusu realizes that her new surroundings aren't just a dream, she sets out to change things.  (Source: ANN)","7,03",https://cdn.myanimelist.net/images/anime/1934/140911.jpg
873,.hack//Roots,"Adventure, Drama, Fantasy","After the termination of the incredibly popular virtual reality MMORPG ""The World,"" a new version of the game—The World R:2—is brought online. On his first day in the game, newcomer Haseo thinks he has made some friends to quest with. However, as if mocking his sentiments, they kill his character just for fun. Luckily, he is saved by a mysterious, one-armed player named Ovan who offers to show him around The World.   Alongside Ovan and his cleric friend Shino, Haseo enjoys a wonderful first year in the game. But this peaceful life is shattered when Shino's character is killed by a familiar figure notoriously known as Tri-Edge, whose victims have all fallen into comas in the real world. In a fit of rage, Haseo vows to find the elusive Tri-Edge and kill him.  Taking place during Haseo's first year in The World, .hack//Roots explores the friendships Haseo built in the game before Tri-Edge ripped them away.  [Written by MAL Rewrite]","6,86",https://cdn.myanimelist.net/images/anime/3/13050.jpg
874,Digimon Tamers,"Adventure, Comedy, Fantasy","Digimon Tamers takes place in a world where the popular Digimon franchise is all the rage, consisting of a cartoon, video games, and the trading card game. Takato Matsuda is a huge Digimon fan that's particularly obsessed with the card game, and constantly daydreams about the universe therein. One day, he finds a mysterious blue card, which he slides through a scanner toy to use in the popular battle game. His toy suddenly glows and transforms into a Digivice, and Takato's fan-made design, Guilmon, materialises in front of him. Thrilled by the prospect of having a real-life Digimon, Takato embraces his new partner, and his adventures as a Digimon Tamer begin.  Takato quickly discovers that being a Digimon Tamer is not all fun and games—in reality, it's much more dangerous than the card games he's accustomed to. Wild Digimon have begun to appear all across Japan, causing rampages that result in chaos and mayhem. Armed with his Digivice, which can scan trading cards to strengthen Guilmon, Takato and his new partner set out to combat the rogue Digimon. They are tasked with protecting the world from Digimon attacks, whilst a mysterious organization determined to eliminate all Digimon and their Tamers lurks in the shadows...","7,64",https://cdn.myanimelist.net/images/anime/7/73696.jpg
875,Mind Game,"Adventure, Avant Garde, Award Winning, Comedy, Romance","After seeing her jump onto a subway at the last second and getting her ankle crushed between the doors, Nishi reconnects with his high school sweetheart, Myon. Nishi is still very much in love with Myon, but is shocked to learn that she is engaged to another man. Nishi agrees to meet Myon's fiancé at her family's Yakitori restaurant, but members of the Yakuza storm the joint and murder Nishi when he tries to stop them from raping Myon.  Nishi, now dead, wakes up and meets a constantly shapeshifting god, who mocks him for dying. The god tells Nishi to walk into a portal and disappear from existence, which Nishi rejects, choosing instead to sprint past the god and reanimate. With a new outlook on life and knowledge of how the Yakuza are going to attack him, Nishi kills one of the Yakuza with his own gun, fleeing in a stolen car with Myon and her sister.  Acclaimed director Masaaki Yuasa's debut film, Mind Game's constantly shifting visuals tell a story about living one's life without regrets that is unlike any other.  [Written by MAL Rewrite]","7,78",https://cdn.myanimelist.net/images/anime/1861/112656.jpg
876,Street Fighter II V,"Action, Adventure, Drama, Mystery","Ryu and Ken Masters are close friends and both are martial artists. In order to become better fighters and learn new techniques, they travel the world and are exposed to many different fighting styles, as well as meeting new people. During their journey, they find themselves caught up in a conspiracy perpetrated by a mysterious organisation called Shadowlaw, both now face their ultimate challenge and must fight for their lives as they combat the evil M. Bison.   (Source: ANN)","7,05",https://cdn.myanimelist.net/images/anime/6/29992.jpg
877,Nana,"Drama, Romance","Departing from their respective hometowns, two young women with identical names are brought together in their pursuit of new beginnings. With their hearts set on going to Tokyo, Nana Komatsu dreams about blissful love, while Nana Osaki aims for a successful music career.  The former has a cheerful and friendly nature, but her naivety has steered her romantic life astray until she meets her dependable boyfriend—Shouji Endo. Without letting herself be dismayed by Shouji's decision to study in Tokyo, Nana works hard to earn enough money and follow him there. Meanwhile, her namesake is a solitary punk vocalist whose impassioned romance with her band's bassist, Ren Honjou, comes to a sudden end. Though heartbroken, Nana bravely looks forward and travels to the capital with the ambition of becoming a recognized artist.  Shortly after they arrive in Tokyo, the girls cross paths again due to an unexpected coincidence that ultimately leads them to live under the same roof. As they grow closer, the two strive to support one another amid their struggles to forge a future for themselves.  [Written by MAL Rewrite]","8,56",https://cdn.myanimelist.net/images/anime/2/11232.jpg
878,Zegapain,"Action, Romance, Sci-Fi","Average high school student Kyou Sogoru is an avid swimmer living in beautiful Maihama City. He spends his days hanging out with friends, swimming, and playing video games. However, his normal life turns upside down when a beautiful and mysterious girl named Shizuno Misaki approaches him with a strange request—jump into their school's pool together.  This fateful leap transports Kyou into a war-torn world where humans pilot impressive humanoid robots known as Zegas to fight against malicious aliens known as Gards-Orm. To spearhead this endeavor, humans have formed Cerebrum, a rebel organization working to prevent the Gards-Orm from eradicating humankind.  As Kyou participates in combat operations, meets his fellow Zega pilots, and witnesses countless deaths, he begins to question the true nature of this world as well as his own life.  [Written by MAL Rewrite]","7,28",https://cdn.myanimelist.net/images/anime/6/76949.jpg
